Frequency,key size,data self life,migration,vendor supply time,Algo,App_type,Application,Data Sensisitivity,arch flexibility,data trans(algo),is third party quantum safe,third party used,vendor pqc compliant
9905818,113,9,3,12,RSA,STANDALONE,C,MEDIUM,YES,RSA,YES,YES,
4329,133,9,1,9,ECDHE,MIX,B,MEDIUM,YES,RSA,,YES,YES
89434,1282,10,3,12,ECDHE,STANDALONE,B,MEDIUM,YES,RSA,NO,YES,
583,0,8,2,6,AES,MIX,B,LOW,,RSA,,NO,NO
3641,93,7,3,12,RSA,STANDALONE,C,MEDIUM,NO,RSA,NO,YES,
3822,241,10,1,6,ECDHE,web,A,LOW,NO,RSA,NO,NO,YES
71053,0,10,3,12,ECDHE,STANDALONE,B,LOW,YES,RSA,NO,YES,NO
103011,554,10,2,9,RSA,MIX,B,HIGH,YES,RSA,NO,YES,YES
107431,379,10,1,12,ECDHE,web,A,HIGH,YES,RSA,,YES,YES
89274,330,9,2,11,ECDHE,web,B,HIGH,NO,RSA,YES,YES,NO
3592,661,8,3,9,ECDHE,STANDALONE,B,LOW,NO,RSA,NO,YES,NO
1308,256,10,2,10,DES,MIX,B,LOW,NO,RSA,NO,YES,YES
51640,256,7,2,6,RSA,MIX,D,HIGH,,RSA,,YES,NO
99130,0,8,2,12,AES,STANDALONE,C,MEDIUM,,RSA,YES,NO,NO
99429,621,8,2,12,RSA,MIX,C,LOW,YES,RSA,,YES,
3099,0,7,2,1,AES,web,B,HIGH,,RSA,,NO,NO
98972,256,8,3,12,ECDHE,STANDALONE,C,LOW,YES,RSA,YES,YES,
3566,0,8,1,12,RSA,MIX,C,LOW,NO,RSA,,YES,
9882033,2048,9,2,10,RSA,web,C,MEDIUM,YES,RSA,,NO,
2011,20,9,2,12,ECDHE,MIX,B,LOW,NO,RSA,NO,YES,
3336,4096,9,2,9,RSA,web,A,HIGH,YES,RSA,,YES,YES
77934,3423,9,1,6,RSA,web,A,HIGH,YES,RSA,,NO,NO
897159,0,8,3,9,ECDHE,STANDALONE,C,LOW,YES,RSA,YES,YES,
88208,256,9,2,9,RSA,STANDALONE,C,LOW,YES,RSA,YES,YES,
93063,1024,8,2,6,RSA,web,B,HIGH,,RSA,NO,YES,
8274742,108,7,3,11,ECDHE,STANDALONE,C,MEDIUM,YES,RSA,YES,YES,
878349,0,8,3,12,ECDHE,STANDALONE,C,MEDIUM,YES,RSA,YES,YES,NO
270907,0,8,2,6,AES,STANDALONE,B,MEDIUM,YES,RSA,,NO,NO
9957959,0,7,3,6,ECDHE,MIX,C,MEDIUM,,RSA,YES,YES,
2925,0,8,2,1,AES,web,B,HIGH,NO,RSA,NO,NO,NO
92252,2048,9,1,9,RSA,web,C,HIGH,NO,RSA,YES,NO,YES
912449,256,10,2,6,ECDHE,web,A,HIGH,YES,RSA,,YES,NO
4499,0,8,3,6,DES,MIX,C,LOW,NO,RSA,NO,YES,NO
4422764,1024,7,3,12,RSA,STANDALONE,C,MEDIUM,YES,RSA,YES,YES,
910963,256,8,2,9,DES,web,C,HIGH,YES,RSA,,YES,NO
123473,0,9,3,6,ECDHE,MIX,C,HIGH,YES,RSA,YES,YES,NO
88123,0,10,1,9,ECDHE,MIX,B,LOW,YES,RSA,NO,YES,YES
8570,0,8,2,9,ECDHE,MIX,B,MEDIUM,NO,RSA,YES,YES,NO
1359,1222,10,2,8,RSA,MIX,B,HIGH,YES,RSA,,NO,NO
9992714,0,8,3,6,ECDHE,STANDALONE,C,HIGH,,RSA,YES,YES,NO
94822,2048,9,2,1,RSA,web,B,HIGH,,RSA,,NO,NO
1307,96,9,2,12,RSA,web,C,LOW,NO,RSA,,YES,NO
75,2048,9,2,9,RSA,MIX,C,HIGH,NO,RSA,,YES,YES
58373,0,9,3,12,ECDHE,STANDALONE,D,LOW,,RSA,YES,YES,
123463,79,7,2,6,RSA,web,D,MEDIUM,,RSA,,NO,NO
123465,76,7,3,9,AES,MIX,C,LOW,YES,RSA,NO,YES,NO
1904,131,7,3,9,ECDHE,STANDALONE,B,LOW,NO,RSA,,NO,NO
9906572,0,7,3,12,ECDHE,STANDALONE,C,MEDIUM,NO,RSA,YES,YES,
9959133,2422,8,2,9,RSA,STANDALONE,C,HIGH,YES,RSA,,YES,NO
6038453,1000,8,2,12,RSA,web,C,HIGH,NO,RSA,YES,YES,
9976070,256,9,3,10,RSA,STANDALONE,C,MEDIUM,YES,RSA,YES,YES,
1360,2048,10,2,6,AES,web,B,HIGH,YES,RSA,,YES,YES
28924,2048,7,3,11,RSA,STANDALONE,C,MEDIUM,,RSA,NO,YES,
123477,594,7,3,12,RSA,STANDALONE,B,MEDIUM,YES,RSA,YES,YES,
84571,2612,8,2,9,RSA,MIX,B,HIGH,,RSA,,YES,YES
829409,2048,8,3,8,RSA,web,C,MEDIUM,YES,RSA,NO,NO,NO
21650,256,9,2,9,RSA,web,A,MEDIUM,YES,RSA,YES,NO,NO
6528,655,8,2,8,ECDHE,web,B,HIGH,,RSA,YES,YES,NO
1166525,37,10,2,6,ECDHE,STANDALONE,A,LOW,YES,RSA,NO,NO,
98952,0,10,1,12,ECDHE,MIX,A,LOW,NO,RSA,NO,YES,YES
10807,191,9,2,9,RSA,MIX,D,LOW,NO,RSA,YES,YES,NO
88423,1532,9,3,6,RSA,STANDALONE,A,HIGH,YES,RSA,,NO,
123459,244,9,2,6,ECDHE,web,A,HIGH,YES,RSA,,NO,NO
6898,696,8,1,9,ECDHE,web,B,HIGH,,RSA,,YES,NO
108828,0,9,3,9,ECDHE,MIX,D,MEDIUM,NO,RSA,,NO,NO
99276,2048,10,1,9,RSA,MIX,A,HIGH,YES,RSA,,NO,YES
1795698,77,7,2,6,ECDHE,STANDALONE,C,HIGH,,RSA,,YES,NO
114322,1024,9,2,9,AES,STANDALONE,B,HIGH,YES,RSA,,NO,NO
71439,67,10,2,9,ECDHE,MIX,B,LOW,NO,RSA,,YES,
9881483,3833,8,3,10,RSA,STANDALONE,C,HIGH,YES,RSA,YES,YES,
1651,24,9,1,6,AES,MIX,A,HIGH,YES,RSA,,NO,NO
1594,0,9,2,8,RSA,MIX,C,LOW,,RSA,NO,YES,NO
2237,0,9,2,1,AES,web,B,LOW,NO,RSA,,YES,NO
794126,0,8,3,6,RSA,web,C,LOW,,RSA,,YES,NO
886773,0,10,1,9,ECDHE,web,A,HIGH,NO,RSA,,NO,YES
4226,2295,10,2,9,RSA,MIX,B,LOW,YES,RSA,,NO,NO
9891614,229,7,3,6,ECDHE,STANDALONE,C,HIGH,,RSA,YES,YES,NO
274721,429,8,2,6,RSA,web,A,HIGH,YES,RSA,NO,NO,YES
97209,2048,9,2,12,RSA,MIX,B,MEDIUM,YES,RSA,NO,YES,NO
7666,192,7,3,9,RSA,STANDALONE,B,MEDIUM,YES,RSA,YES,YES,
98954,2048,9,2,9,RSA,web,A,HIGH,NO,RSA,,NO,NO
3305,1024,9,2,9,RSA,STANDALONE,A,HIGH,YES,RSA,NO,YES,NO
123467,256,9,2,6,ECDHE,MIX,D,HIGH,YES,RSA,NO,NO,NO
1380,2048,7,2,7,AES,web,B,LOW,,RSA,,NO,YES
98844,256,10,2,12,ECDHE,STANDALONE,B,LOW,YES,RSA,NO,YES,NO
107693,2048,7,2,6,AES,web,D,MEDIUM,YES,RSA,YES,NO,NO
91476,0,8,2,6,DES,MIX,B,LOW,YES,RSA,,NO,NO
113402,181,8,2,9,ECDHE,web,A,HIGH,,RSA,,YES,NO
71882,1890,9,2,8,ECDHE,web,A,HIGH,YES,RSA,NO,NO,
295713,2048,7,1,1,AES,web,D,HIGH,YES,RSA,,NO,NO
347847,2048,8,2,1,RSA,web,D,HIGH,YES,RSA,,NO,NO
123456,0,8,2,9,ECDHE,web,D,LOW,NO,RSA,NO,NO,NO
96017,0,9,2,6,ECDHE,web,B,HIGH,NO,RSA,,NO,NO
95243,0,8,2,11,ECDHE,STANDALONE,B,MEDIUM,NO,RSA,NO,YES,NO
17275,2048,8,2,7,RSA,MIX,C,HIGH,,RSA,YES,NO,NO
99863,2040,10,2,6,RSA,web,B,LOW,YES,RSA,,NO,YES
123457,0,9,2,10,ECDHE,STANDALONE,B,LOW,YES,RSA,NO,NO,
7103,4096,8,2,1,RSA,web,A,HIGH,YES,RSA,,NO,NO
14872,197,8,3,12,RSA,STANDALONE,A,LOW,YES,RSA,NO,YES,
122598,61,9,2,6,ECDHE,web,B,HIGH,NO,RSA,,NO,NO
427,4089,10,2,2,RSA,web,D,LOW,NO,RSA,,NO,YES
4542597,306,9,1,9,RSA,web,A,LOW,YES,RSA,,YES,YES
5829,1564,10,2,9,RSA,STANDALONE,C,LOW,YES,RSA,,NO,
967531,7,8,3,9,RSA,STANDALONE,C,MEDIUM,NO,RSA,YES,YES,
383477,89,8,2,9,DES,STANDALONE,B,MEDIUM,NO,RSA,,NO,NO
123460,0,9,2,9,AES,STANDALONE,C,MEDIUM,YES,RSA,YES,YES,NO
245106,0,9,1,1,AES,web,D,HIGH,NO,RSA,,NO,YES
9949,256,9,3,6,ECDHE,STANDALONE,B,HIGH,NO,RSA,NO,NO,NO
3995,144,9,3,9,DES,STANDALONE,C,LOW,NO,RSA,,NO,NO
2188668,0,9,1,6,ECDHE,web,A,MEDIUM,YES,RSA,,NO,YES
123473,1629,10,2,9,RSA,MIX,A,HIGH,YES,RSA,YES,NO,YES
99663,230,8,3,9,ECDHE,web,C,HIGH,YES,RSA,YES,YES,
59641,2048,10,1,9,ECDHE,web,A,HIGH,YES,RSA,,NO,YES
99526,256,9,2,12,ECDHE,STANDALONE,B,LOW,YES,RSA,YES,YES,NO
3359,0,7,3,11,RSA,STANDALONE,D,LOW,NO,RSA,NO,YES,NO
9881689,0,8,2,9,ECDHE,MIX,C,MEDIUM,YES,RSA,,NO,NO
5353728,0,7,3,12,DES,STANDALONE,C,MEDIUM,YES,RSA,YES,YES,
938,1369,8,2,6,RSA,web,B,LOW,NO,RSA,NO,NO,NO
97770,0,10,2,9,ECDHE,MIX,D,LOW,YES,RSA,NO,YES,YES
4148157,0,8,3,12,ECDHE,STANDALONE,C,MEDIUM,NO,RSA,YES,YES,
3803,0,9,1,6,AES,MIX,B,HIGH,NO,RSA,,NO,YES
108653,0,9,2,1,ECDHE,web,A,HIGH,NO,RSA,NO,NO,NO
8746,0,7,1,5,RSA,web,B,HIGH,NO,RSA,,YES,NO
45334,2451,8,2,1,RSA,web,A,HIGH,,RSA,,NO,NO
99769,3784,9,2,12,RSA,STANDALONE,C,MEDIUM,YES,RSA,YES,YES,YES
9891170,819,8,2,1,RSA,web,D,HIGH,,RSA,,NO,YES
4737,0,9,1,6,ECDHE,MIX,A,HIGH,NO,RSA,,NO,NO
953522,0,10,1,6,ECDHE,web,B,HIGH,NO,RSA,,YES,YES
91732,0,9,2,1,AES,MIX,A,HIGH,,RSA,NO,NO,NO
3341,0,10,2,12,ECDHE,MIX,B,LOW,YES,RSA,NO,YES,
103216,0,9,3,12,ECDHE,MIX,C,MEDIUM,YES,RSA,YES,YES,
978659,256,7,1,1,RSA,web,D,HIGH,,RSA,,NO,NO
3089,3739,10,1,9,RSA,web,A,HIGH,YES,RSA,,NO,NO
9908863,369,9,2,12,ECDHE,STANDALONE,C,HIGH,YES,RSA,NO,NO,
88706,817,9,2,2,AES,web,D,HIGH,YES,RSA,,NO,NO
10000000,0,7,2,12,DES,STANDALONE,C,LOW,YES,RSA,YES,YES,
3092,700,10,1,12,DES,MIX,A,HIGH,YES,RSA,NO,YES,NO
1805,2048,8,1,3,AES,web,A,HIGH,,RSA,NO,NO,NO
9925112,60,9,2,9,ECDHE,STANDALONE,C,MEDIUM,YES,RSA,YES,NO,
9956973,478,7,3,11,RSA,STANDALONE,C,MEDIUM,YES,RSA,YES,YES,
99995,2068,8,2,9,RSA,MIX,C,MEDIUM,,RSA,,YES,NO
390607,0,10,2,12,ECDHE,web,C,MEDIUM,YES,RSA,NO,YES,
9954902,2048,8,3,9,RSA,web,C,MEDIUM,YES,RSA,YES,NO,
112641,177,8,3,12,RSA,STANDALONE,C,MEDIUM,YES,RSA,YES,YES,NO
99071,256,8,3,6,DES,web,D,HIGH,,RSA,NO,NO,
60306,566,7,3,9,RSA,MIX,C,MEDIUM,NO,RSA,YES,YES,NO
104022,3271,7,2,9,RSA,STANDALONE,D,MEDIUM,YES,RSA,,NO,
4511,1024,10,2,6,RSA,MIX,A,HIGH,YES,RSA,NO,NO,
592839,0,7,3,9,RSA,STANDALONE,C,MEDIUM,NO,RSA,YES,YES,
63707,2048,8,1,1,RSA,web,D,HIGH,,RSA,,NO,NO
8212264,2006,7,3,9,AES,web,B,MEDIUM,,RSA,YES,NO,
947480,0,9,2,12,RSA,STANDALONE,B,MEDIUM,YES,RSA,YES,YES,
210953,2048,8,2,9,AES,web,A,HIGH,YES,RSA,,NO,YES
1639,1644,10,1,6,AES,web,A,HIGH,YES,RSA,,NO,YES
47745,0,8,3,9,RSA,web,B,LOW,YES,RSA,YES,YES,NO
3129,2048,8,3,2,RSA,web,D,HIGH,NO,RSA,NO,YES,NO
89739,24,8,3,12,RSA,STANDALONE,C,MEDIUM,YES,RSA,YES,YES,
403966,0,8,2,9,ECDHE,MIX,A,LOW,NO,RSA,NO,YES,NO
123471,0,9,2,9,RSA,STANDALONE,B,HIGH,YES,RSA,,YES,NO
98098,0,10,2,12,ECDHE,STANDALONE,B,MEDIUM,YES,RSA,NO,YES,NO
1121,235,10,1,6,AES,web,A,HIGH,YES,RSA,,NO,YES
883880,0,9,2,6,AES,web,B,LOW,YES,RSA,,NO,NO
1834,0,9,1,9,AES,web,B,HIGH,NO,RSA,NO,YES,NO
738,4096,10,1,9,ECDHE,web,A,HIGH,NO,RSA,,NO,
91737,0,8,1,6,RSA,web,B,HIGH,YES,RSA,,YES,
104586,495,9,1,1,RSA,web,D,HIGH,YES,RSA,,NO,NO
4261895,256,7,2,3,RSA,web,D,HIGH,YES,RSA,,NO,
123476,0,9,3,6,RSA,web,D,HIGH,NO,RSA,YES,NO,NO
5679,1887,7,2,6,RSA,web,D,LOW,,RSA,YES,NO,NO
104941,868,10,2,6,AES,web,B,HIGH,,RSA,,NO,YES
5096,256,9,1,3,AES,web,B,HIGH,YES,RSA,,NO,YES
33056,2048,10,1,10,RSA,web,B,LOW,YES,RSA,,YES,YES
110852,1024,9,2,6,RSA,STANDALONE,A,HIGH,YES,RSA,,YES,YES
2709,0,7,2,9,ECDHE,MIX,B,LOW,,RSA,NO,YES,NO
90577,270,7,3,12,RSA,STANDALONE,C,MEDIUM,YES,RSA,YES,YES,
123477,0,10,2,12,ECDHE,MIX,B,MEDIUM,YES,RSA,YES,YES,YES
327944,0,9,1,6,AES,MIX,B,HIGH,NO,RSA,,YES,NO
7505,54,7,3,9,AES,MIX,C,MEDIUM,YES,RSA,,YES,NO
1200,0,10,1,1,DES,web,D,HIGH,YES,RSA,,NO,NO
123462,1024,10,1,12,RSA,web,A,HIGH,YES,RSA,,YES,YES
975491,256,7,2,7,DES,STANDALONE,A,MEDIUM,,RSA,,NO,
4684,0,9,1,6,ECDHE,web,B,HIGH,,RSA,NO,NO,NO
8280366,256,8,3,1,ECDHE,web,D,MEDIUM,,RSA,,NO,NO
9972,256,7,2,7,RSA,MIX,C,MEDIUM,NO,RSA,YES,YES,NO
747403,901,7,2,6,RSA,MIX,C,LOW,,RSA,,NO,NO
908237,38,10,3,9,DES,STANDALONE,B,MEDIUM,YES,RSA,NO,YES,
984075,1024,8,3,6,RSA,STANDALONE,C,LOW,YES,RSA,YES,YES,
91800,0,7,2,9,RSA,STANDALONE,B,LOW,,RSA,NO,YES,NO
110130,0,9,2,9,ECDHE,STANDALONE,C,LOW,NO,RSA,NO,YES,NO
60333,0,7,2,1,AES,web,D,HIGH,,RSA,,NO,NO
61003,136,9,2,12,ECDHE,MIX,B,LOW,YES,RSA,,YES,NO
8707,637,10,2,6,AES,web,A,HIGH,YES,RSA,,NO,YES
3210,2048,8,2,9,RSA,web,A,LOW,NO,RSA,NO,YES,NO
394731,2045,7,1,6,RSA,web,D,MEDIUM,,RSA,,NO,YES
28771,0,9,3,12,ECDHE,MIX,B,MEDIUM,YES,RSA,YES,YES,NO
123461,1777,8,2,9,RSA,MIX,D,HIGH,YES,RSA,YES,YES,
37879,256,8,3,12,RSA,STANDALONE,B,MEDIUM,NO,RSA,YES,YES,
90254,256,9,2,9,AES,STANDALONE,B,HIGH,NO,RSA,,NO,
99998,2048,9,2,1,AES,MIX,D,HIGH,,RSA,,NO,YES
2586,532,7,2,1,AES,web,B,HIGH,,RSA,,NO,NO
1271,0,10,2,3,ECDHE,MIX,D,LOW,NO,RSA,,NO,NO
118118,32,10,2,9,ECDHE,STANDALONE,B,LOW,YES,RSA,NO,YES,
123458,0,8,2,12,ECDHE,STANDALONE,C,LOW,,RSA,,YES,
44930,272,9,2,2,AES,web,D,HIGH,YES,RSA,,YES,NO
89257,0,10,1,9,ECDHE,MIX,B,HIGH,YES,RSA,NO,YES,NO
396007,4096,9,2,9,RSA,STANDALONE,A,HIGH,YES,RSA,,NO,
7002,931,8,2,6,AES,web,D,HIGH,NO,RSA,YES,YES,NO
123478,157,9,2,6,ECDHE,web,D,LOW,,RSA,YES,YES,NO
123462,3338,8,2,6,RSA,web,A,HIGH,YES,RSA,YES,NO,NO
3374243,50,10,2,9,RSA,web,C,LOW,YES,RSA,YES,NO,
98992,0,8,3,12,ECDHE,MIX,C,MEDIUM,NO,RSA,YES,YES,
9908612,40,10,1,12,ECDHE,web,D,HIGH,YES,RSA,,YES,NO
46127,2048,7,2,9,RSA,STANDALONE,C,HIGH,YES,RSA,YES,YES,NO
4659,2048,8,1,6,RSA,web,A,LOW,NO,RSA,,NO,YES
92705,2048,9,2,12,RSA,MIX,A,HIGH,YES,RSA,,NO,YES
7270937,15,7,2,9,RSA,STANDALONE,D,MEDIUM,,RSA,NO,NO,NO
499008,127,10,2,12,ECDHE,STANDALONE,A,LOW,YES,RSA,YES,YES,
123456,0,9,2,12,ECDHE,MIX,C,LOW,NO,RSA,NO,YES,YES
4808,1024,9,2,6,AES,web,A,LOW,YES,RSA,,NO,NO
1610,2048,10,1,1,AES,web,A,HIGH,NO,RSA,,NO,YES
6228,22,10,1,6,ECDHE,web,B,HIGH,NO,RSA,,NO,YES
9593,256,9,2,7,RSA,web,B,HIGH,YES,RSA,NO,NO,NO
1826,2048,9,1,9,RSA,MIX,A,HIGH,YES,RSA,YES,YES,YES
99082,1024,9,2,6,AES,web,A,HIGH,YES,RSA,,NO,YES
40053,3,8,2,3,AES,web,D,HIGH,,RSA,NO,NO,NO
330395,3978,9,2,1,RSA,web,D,HIGH,YES,RSA,,NO,NO
99148,256,8,2,10,RSA,STANDALONE,D,LOW,NO,RSA,,YES,
123459,0,9,2,12,ECDHE,web,C,LOW,YES,RSA,NO,YES,NO
122400,0,7,3,9,ECDHE,STANDALONE,B,MEDIUM,,RSA,YES,YES,NO
3851,0,7,1,6,AES,web,B,HIGH,,RSA,,NO,NO
99435,0,7,2,6,ECDHE,MIX,C,LOW,NO,RSA,,NO,NO
902799,168,9,2,6,DES,web,A,HIGH,YES,RSA,,NO,NO
549822,97,8,2,2,ECDHE,web,D,HIGH,YES,RSA,YES,NO,NO
1133205,256,8,2,12,DES,MIX,C,MEDIUM,YES,RSA,YES,YES,
123458,0,8,2,1,AES,web,D,HIGH,,RSA,,NO,NO
1672,460,10,2,5,AES,MIX,A,HIGH,NO,RSA,,NO,YES
10000000,623,9,2,7,RSA,web,C,MEDIUM,NO,RSA,,NO,YES
830672,0,7,2,8,ECDHE,STANDALONE,C,MEDIUM,NO,RSA,,YES,
98950,1024,7,3,12,RSA,STANDALONE,C,MEDIUM,NO,RSA,YES,YES,
612743,79,8,3,12,ECDHE,STANDALONE,C,MEDIUM,YES,RSA,YES,YES,
139359,9,9,1,3,DES,web,D,HIGH,,RSA,NO,NO,YES
25979,256,8,2,6,RSA,MIX,B,HIGH,NO,RSA,,NO,NO
105032,256,8,3,7,RSA,STANDALONE,D,HIGH,YES,RSA,NO,YES,NO
123465,256,7,2,9,AES,MIX,D,MEDIUM,,RSA,YES,NO,NO
21139,0,9,3,12,ECDHE,MIX,C,LOW,NO,RSA,YES,YES,YES
6642,1024,7,2,6,RSA,web,D,HIGH,,RSA,,NO,NO
4356,1186,7,2,6,RSA,web,D,HIGH,,RSA,,NO,NO
439,0,8,1,1,AES,web,A,HIGH,YES,RSA,,NO,NO
108464,2048,8,3,9,RSA,web,C,HIGH,YES,RSA,,YES,
1661,718,8,2,3,AES,web,D,HIGH,YES,RSA,,NO,NO
3517009,0,8,2,5,AES,STANDALONE,C,HIGH,,RSA,,NO,
962767,0,8,3,12,ECDHE,STANDALONE,C,LOW,NO,RSA,YES,YES,
2766,1462,9,1,1,AES,web,A,HIGH,NO,RSA,,NO,NO
123477,256,8,1,3,AES,web,B,HIGH,,RSA,,NO,NO
5281,1024,7,3,6,AES,web,C,MEDIUM,NO,RSA,NO,YES,
898932,165,7,2,9,ECDHE,STANDALONE,C,MEDIUM,,RSA,YES,NO,NO
118904,0,7,3,9,ECDHE,STANDALONE,C,MEDIUM,YES,RSA,YES,YES,
10000000,1024,8,2,6,RSA,web,C,HIGH,,RSA,YES,NO,NO
2590,627,9,2,6,ECDHE,web,B,LOW,YES,RSA,NO,YES,YES
3910,256,8,1,12,RSA,MIX,B,HIGH,NO,RSA,,YES,NO
123474,1024,8,2,1,RSA,web,A,LOW,YES,RSA,,NO,YES
114151,0,8,2,9,ECDHE,MIX,B,HIGH,,RSA,,YES,NO
8110704,1024,9,1,1,RSA,web,A,HIGH,,RSA,,NO,YES
123468,0,9,2,9,ECDHE,STANDALONE,A,MEDIUM,NO,RSA,NO,YES,YES
340,0,8,2,1,AES,web,D,HIGH,,RSA,,NO,NO
11084,0,9,2,12,ECDHE,STANDALONE,B,MEDIUM,NO,RSA,NO,YES,NO
894,1573,10,1,6,ECDHE,MIX,B,HIGH,YES,RSA,,NO,YES
120141,0,9,3,6,ECDHE,web,B,LOW,YES,RSA,,YES,NO
189667,212,7,3,6,AES,web,D,MEDIUM,YES,RSA,YES,YES,NO
74605,2048,8,2,8,RSA,web,C,LOW,,RSA,YES,NO,NO
123471,2048,8,2,9,RSA,STANDALONE,D,HIGH,YES,RSA,YES,NO,YES
3650,707,9,2,6,RSA,STANDALONE,D,HIGH,YES,RSA,NO,YES,NO
2507,2048,9,2,7,RSA,web,A,HIGH,YES,RSA,,NO,YES
878023,0,8,1,9,RSA,web,B,HIGH,YES,RSA,,NO,
3574,1494,10,2,9,RSA,web,D,MEDIUM,YES,RSA,,YES,NO
112542,256,8,3,12,ECDHE,STANDALONE,C,MEDIUM,NO,RSA,YES,YES,NO
3221,0,9,1,1,AES,STANDALONE,D,HIGH,NO,RSA,,NO,NO
5442828,0,10,2,6,AES,web,C,HIGH,YES,RSA,,YES,NO
99472,2048,9,1,9,RSA,web,A,HIGH,YES,RSA,NO,NO,YES
97305,2048,7,2,12,RSA,STANDALONE,C,HIGH,YES,RSA,YES,YES,NO
57042,0,9,3,11,ECDHE,STANDALONE,B,MEDIUM,NO,RSA,NO,YES,NO
5936,1024,10,1,12,DES,web,D,LOW,NO,RSA,NO,YES,NO
858,0,9,1,9,DES,MIX,A,LOW,NO,RSA,NO,NO,NO
10000000,1024,8,2,6,AES,web,D,HIGH,YES,RSA,YES,YES,
1352280,0,9,2,9,ECDHE,MIX,C,MEDIUM,NO,RSA,NO,YES,NO
4216,461,8,2,6,DES,web,C,HIGH,YES,RSA,,NO,NO
123458,0,8,1,1,AES,MIX,A,HIGH,,RSA,,NO,NO
2285,256,10,2,7,RSA,web,A,LOW,,RSA,,YES,YES
99287,0,9,2,6,RSA,web,B,HIGH,NO,RSA,,NO,NO
3332,156,8,2,7,DES,web,A,LOW,YES,RSA,,NO,NO
2883,246,9,2,9,ECDHE,MIX,B,LOW,YES,RSA,,NO,NO
4287006,0,7,2,7,RSA,web,D,MEDIUM,YES,RSA,NO,YES,NO
924713,2048,7,2,1,AES,web,D,HIGH,,RSA,YES,NO,NO
956923,553,9,1,6,RSA,web,D,HIGH,YES,RSA,,NO,NO
7220,0,9,2,9,AES,web,A,LOW,NO,RSA,NO,YES,YES
102977,2048,7,3,1,AES,web,C,HIGH,,RSA,,YES,NO
123468,31,9,2,6,RSA,MIX,A,HIGH,YES,RSA,,YES,NO
3144,1024,10,2,9,ECDHE,web,B,LOW,YES,RSA,YES,YES,
4402,11,8,1,4,AES,MIX,B,HIGH,,RSA,,NO,YES
9936064,71,7,3,9,ECDHE,STANDALONE,B,HIGH,,RSA,YES,YES,
624197,225,9,2,12,ECDHE,STANDALONE,C,MEDIUM,YES,RSA,NO,YES,
123473,256,9,3,12,ECDHE,MIX,B,LOW,NO,RSA,NO,YES,NO
98994,0,8,3,12,ECDHE,STANDALONE,C,MEDIUM,YES,RSA,YES,YES,
34086,228,10,2,9,RSA,MIX,B,LOW,NO,RSA,NO,NO,YES
6838425,1004,8,2,6,AES,web,A,HIGH,YES,RSA,,YES,YES
912642,86,9,2,6,ECDHE,STANDALONE,B,HIGH,,RSA,YES,NO,NO
3894,0,8,2,9,ECDHE,MIX,A,LOW,NO,RSA,NO,YES,NO
292389,0,10,1,9,ECDHE,MIX,A,HIGH,NO,RSA,,NO,YES
270,3426,9,2,8,RSA,web,B,LOW,NO,RSA,YES,NO,NO
123476,32,10,3,9,ECDHE,MIX,D,MEDIUM,YES,RSA,NO,YES,
5060242,2048,8,2,6,RSA,web,D,HIGH,YES,RSA,NO,NO,NO
118753,93,9,2,1,AES,web,D,HIGH,NO,RSA,,NO,YES
3678,110,10,1,9,RSA,STANDALONE,B,HIGH,YES,RSA,,YES,YES
109410,2048,10,2,11,RSA,web,C,MEDIUM,YES,RSA,,NO,NO
96836,2048,10,1,6,RSA,web,A,HIGH,YES,RSA,,NO,YES
2495,0,9,2,6,AES,MIX,D,LOW,NO,RSA,NO,YES,YES
278737,0,10,2,9,ECDHE,MIX,C,HIGH,YES,RSA,NO,YES,YES
2639,0,10,2,12,ECDHE,MIX,B,LOW,YES,RSA,NO,YES,YES
2779,772,10,2,6,ECDHE,MIX,B,LOW,YES,RSA,NO,NO,YES
461565,3455,7,3,9,RSA,STANDALONE,D,MEDIUM,,RSA,,NO,
90970,2048,10,1,1,RSA,web,A,HIGH,YES,RSA,,NO,YES
1524,0,10,2,8,RSA,web,B,LOW,YES,RSA,NO,NO,YES
123477,1024,9,2,6,AES,MIX,A,HIGH,YES,RSA,NO,YES,NO
5119,888,9,2,6,AES,MIX,C,HIGH,YES,RSA,YES,NO,NO
123475,157,7,1,3,AES,web,D,HIGH,YES,RSA,,NO,NO
3058,106,8,2,6,ECDHE,web,D,LOW,NO,RSA,,NO,NO
123475,415,8,2,9,RSA,web,A,LOW,YES,RSA,,YES,NO
99780,1024,10,1,9,RSA,web,A,LOW,YES,RSA,,YES,YES
9532661,0,8,2,12,RSA,STANDALONE,C,MEDIUM,YES,RSA,YES,YES,
7612,468,8,2,6,ECDHE,STANDALONE,D,HIGH,,RSA,NO,YES,NO
94881,2543,9,2,9,RSA,web,A,MEDIUM,YES,RSA,YES,YES,
5206,0,9,3,6,AES,MIX,B,LOW,,RSA,NO,YES,NO
435239,0,9,2,1,ECDHE,STANDALONE,C,HIGH,YES,RSA,NO,NO,NO
123470,163,9,2,6,DES,STANDALONE,A,HIGH,,RSA,,NO,YES
6330,0,8,2,6,RSA,web,D,LOW,NO,RSA,NO,NO,NO
979191,149,7,3,12,RSA,STANDALONE,C,MEDIUM,YES,RSA,YES,YES,
2639,0,9,2,12,ECDHE,web,B,LOW,NO,RSA,NO,YES,NO
972174,247,8,3,9,ECDHE,STANDALONE,B,MEDIUM,NO,RSA,YES,YES,
