Application,App_type,Algo,Frequency,key size,Data Sensisitivity,arch flexibility,third party used,is third party quantum safe,data trans(algo),data self life,migration,vendor pqc compliant,vendor supply time
D,MIX,ECDHE,2337384,174,LOW,NO,YES,NO,RSA,10,3,,1
B,STANDALONE,ECDHE,13786452,0,MEDIUM,,NO,,RSA,10,2,,12
B,web,RSA,9139680,4096,LOW,,NO,,RSA,8,3,NO,4
D,MIX,AES,4792546,1519,LOW,NO,YES,,RSA,10,1,YES,4
C,MIX,AES,12956716,2718,HIGH,,YES,,RSA,10,2,YES,3
B,STANDALONE,RSA,9144767,4096,HIGH,YES,YES,YES,RSA,10,3,,9
B,MIX,RSA,7361262,1284,HIGH,YES,NO,,RSA,10,1,YES,12
B,web,ECDHE,7059704,3299,LOW,YES,YES,,RSA,9,3,,3
A,web,ECDHE,1219980,1631,LOW,NO,YES,,RSA,10,2,,8
B,web,RSA,13199878,0,MEDIUM,NO,YES,YES,RSA,9,3,,1
B,MIX,RSA,16554729,4096,LOW,,NO,NO,RSA,8,3,NO,1
C,web,RSA,10310969,978,MEDIUM,,NO,,RSA,10,2,YES,1
D,STANDALONE,RSA,11628571,3977,LOW,YES,YES,,RSA,8,3,,6
C,MIX,RSA,10702456,1236,HIGH,NO,YES,NO,RSA,10,3,,1
C,STANDALONE,RSA,1962352,1729,HIGH,,YES,,RSA,9,3,,7
A,MIX,ECDHE,1957449,1893,MEDIUM,,YES,,RSA,8,3,,6
C,MIX,AES,7054267,4096,HIGH,,YES,,RSA,9,3,,1
C,web,RSA,6458572,1668,HIGH,YES,YES,NO,RSA,10,3,YES,7
B,STANDALONE,DES,11859059,786,MEDIUM,YES,YES,YES,RSA,10,3,NO,4
D,STANDALONE,RSA,10867668,916,LOW,NO,YES,,RSA,7,3,,12
C,MIX,RSA,1939192,1432,HIGH,NO,YES,,RSA,7,3,NO,8
D,STANDALONE,ECDHE,7626464,4096,HIGH,YES,NO,,RSA,7,2,YES,7
A,STANDALONE,AES,10392594,497,MEDIUM,YES,NO,,RSA,8,2,,1
D,MIX,ECDHE,8791467,952,LOW,,NO,,RSA,7,2,NO,10
A,STANDALONE,ECDHE,13186290,2212,HIGH,,YES,,RSA,7,3,,11
A,STANDALONE,AES,9914347,3649,LOW,NO,NO,NO,RSA,10,3,,9
C,web,RSA,7440912,872,LOW,,YES,YES,RSA,10,3,NO,3
C,MIX,RSA,3267669,4096,LOW,NO,YES,,RSA,9,3,NO,1
A,MIX,RSA,6190650,4096,HIGH,,YES,,RSA,10,2,,12
C,MIX,ECDHE,1296557,4096,MEDIUM,,YES,YES,RSA,9,3,,1
A,web,RSA,8573397,1015,LOW,,NO,YES,RSA,10,1,,6
B,MIX,ECDHE,9162306,1645,LOW,,YES,,RSA,10,2,,1
B,web,RSA,14319595,0,LOW,NO,NO,NO,RSA,10,3,,8
B,MIX,ECDHE,13770799,0,HIGH,,NO,NO,RSA,8,3,,3
D,web,RSA,377712,846,HIGH,YES,YES,NO,RSA,8,3,NO,12
C,STANDALONE,ECDHE,351854,2347,HIGH,YES,YES,,RSA,8,3,,1
C,web,DES,2036948,4096,LOW,YES,YES,,RSA,10,3,,12
A,MIX,ECDHE,14122088,1912,MEDIUM,NO,YES,,RSA,10,2,YES,1
B,MIX,RSA,7049337,4096,MEDIUM,YES,NO,NO,RSA,7,2,,1
A,web,ECDHE,7075726,0,MEDIUM,NO,YES,,RSA,10,3,,7
C,MIX,ECDHE,4874968,593,MEDIUM,NO,YES,,RSA,8,3,,8
D,web,RSA,9312997,1304,HIGH,NO,YES,,RSA,10,3,,12
C,STANDALONE,RSA,5789791,1884,LOW,,NO,,RSA,8,3,NO,4
B,web,ECDHE,14000660,685,MEDIUM,NO,YES,YES,RSA,8,3,YES,12
C,MIX,ECDHE,8718396,1559,HIGH,NO,YES,,RSA,9,3,NO,10
C,STANDALONE,ECDHE,16154342,0,HIGH,,NO,,RSA,9,3,,2
B,web,ECDHE,13698365,652,MEDIUM,NO,YES,,RSA,10,2,YES,3
B,web,RSA,10918424,3769,LOW,NO,YES,,RSA,10,2,NO,1
B,web,ECDHE,14347654,2164,MEDIUM,,NO,,RSA,9,3,,1
B,STANDALONE,RSA,4678793,1377,MEDIUM,YES,YES,,RSA,10,3,NO,2
A,STANDALONE,RSA,11421015,4096,LOW,YES,YES,NO,RSA,8,2,,1
C,STANDALONE,RSA,5660696,704,MEDIUM,,YES,YES,RSA,9,1,NO,9
B,MIX,RSA,11861373,1006,HIGH,YES,YES,NO,RSA,10,2,NO,1
C,STANDALONE,AES,2224080,2063,HIGH,YES,YES,NO,RSA,7,3,,11
B,MIX,AES,2217403,1280,LOW,NO,YES,YES,RSA,10,1,NO,3
D,web,RSA,12598560,0,MEDIUM,YES,NO,NO,RSA,10,3,,1
A,web,RSA,2525672,1875,MEDIUM,,NO,NO,RSA,9,2,YES,12
C,web,RSA,9305193,1898,MEDIUM,YES,NO,,RSA,10,3,NO,1
B,STANDALONE,AES,12894025,1712,MEDIUM,NO,YES,,RSA,10,3,,6
C,web,RSA,14905172,2462,LOW,YES,YES,,RSA,8,3,,4
B,MIX,RSA,7020484,1454,HIGH,YES,YES,,RSA,10,1,YES,1
B,web,RSA,2189771,528,MEDIUM,YES,NO,,RSA,10,3,,4
B,web,RSA,10445203,933,HIGH,,NO,,RSA,9,1,NO,9
B,web,ECDHE,556444,4096,HIGH,YES,YES,YES,RSA,9,2,NO,1
D,web,ECDHE,12477528,343,HIGH,NO,NO,YES,RSA,10,3,YES,6
A,web,ECDHE,2762464,314,LOW,,YES,,RSA,10,1,YES,1
C,STANDALONE,RSA,5444724,4096,LOW,,YES,,RSA,8,3,,1
B,MIX,RSA,14769395,1870,HIGH,NO,YES,,RSA,7,2,,12
C,STANDALONE,AES,7248646,2075,HIGH,YES,YES,,RSA,7,3,,10
A,web,ECDHE,1143739,2504,LOW,YES,NO,YES,RSA,10,3,,4
A,MIX,RSA,1143630,2929,LOW,NO,YES,,RSA,10,3,NO,12
B,web,ECDHE,3016420,222,LOW,YES,YES,YES,RSA,10,3,NO,7
C,web,RSA,8653161,4096,HIGH,,YES,,RSA,8,3,YES,5
B,STANDALONE,AES,14547087,4096,MEDIUM,,YES,,RSA,10,3,NO,12
A,STANDALONE,ECDHE,12339941,968,HIGH,,YES,,RSA,10,3,NO,1
D,web,RSA,8311183,2100,MEDIUM,NO,YES,,RSA,10,3,NO,8
B,STANDALONE,RSA,12638513,1261,MEDIUM,YES,NO,NO,RSA,8,3,YES,12
C,web,ECDHE,4814009,1789,LOW,NO,NO,,RSA,7,3,YES,8
B,web,DES,4667062,0,HIGH,YES,NO,,RSA,9,1,NO,5
B,MIX,RSA,293786,3932,LOW,NO,YES,,RSA,9,3,YES,11
D,MIX,RSA,14942098,2010,HIGH,NO,YES,,RSA,10,2,NO,10
A,STANDALONE,RSA,7602980,1327,MEDIUM,YES,YES,,RSA,10,2,,8
B,web,DES,10103393,4096,LOW,,YES,,RSA,10,3,,7
C,STANDALONE,ECDHE,9331108,457,LOW,YES,YES,,RSA,10,2,NO,3
B,web,RSA,3547319,2772,LOW,,YES,,RSA,10,3,,12
B,MIX,RSA,9395537,3014,MEDIUM,YES,YES,,RSA,10,1,NO,1
C,MIX,ECDHE,2797252,234,MEDIUM,,YES,,RSA,10,3,,10
B,STANDALONE,AES,9900966,4032,LOW,,NO,,RSA,10,2,,1
A,web,AES,12142785,0,LOW,YES,YES,,RSA,10,2,YES,9
D,STANDALONE,AES,6063141,381,HIGH,NO,NO,YES,RSA,10,1,,6
B,STANDALONE,DES,8039879,1299,LOW,NO,NO,,RSA,8,3,,4
B,MIX,RSA,5983251,2382,MEDIUM,NO,YES,,RSA,10,3,,1
B,MIX,DES,3928239,4096,HIGH,NO,NO,NO,RSA,7,3,NO,3
D,STANDALONE,ECDHE,5441708,1518,MEDIUM,,YES,,RSA,10,3,,12
C,MIX,RSA,15548871,871,HIGH,,YES,,RSA,10,3,YES,6
C,MIX,ECDHE,5791344,2582,HIGH,,YES,,RSA,10,3,,3
C,STANDALONE,RSA,5408240,961,HIGH,YES,YES,,RSA,7,2,,1
B,web,AES,2538190,0,MEDIUM,YES,NO,,RSA,10,3,YES,3
B,STANDALONE,AES,2967305,1834,LOW,,YES,,RSA,10,3,NO,6
B,STANDALONE,RSA,4770843,1106,LOW,,YES,,RSA,10,3,NO,8
A,MIX,AES,4152080,0,LOW,YES,YES,,RSA,10,3,,2
B,MIX,ECDHE,4881745,0,HIGH,YES,YES,YES,RSA,10,1,,12
C,web,DES,305457,1590,LOW,NO,YES,,RSA,10,3,,6
C,MIX,RSA,12981365,466,HIGH,,NO,,RSA,8,3,,5
B,MIX,RSA,11514443,1800,MEDIUM,YES,YES,NO,RSA,9,3,,1
B,web,RSA,1072956,805,LOW,YES,YES,,RSA,10,3,YES,1
B,STANDALONE,AES,13052564,911,LOW,NO,YES,,RSA,10,3,,1
A,web,RSA,14034351,1394,MEDIUM,NO,YES,,RSA,9,1,,12
B,MIX,ECDHE,6953944,2477,HIGH,NO,NO,,RSA,10,2,,1
B,web,RSA,5323675,299,HIGH,NO,NO,,RSA,9,2,YES,1
B,STANDALONE,AES,14622509,830,LOW,YES,YES,,RSA,10,3,YES,8
B,STANDALONE,ECDHE,22775,4096,LOW,,YES,,RSA,7,3,NO,7
D,MIX,RSA,9328887,0,MEDIUM,NO,YES,,RSA,10,3,NO,6
B,web,ECDHE,8002044,1899,MEDIUM,NO,NO,,RSA,10,3,,1
D,MIX,RSA,1272190,286,HIGH,,YES,NO,RSA,10,3,,1
B,STANDALONE,AES,5725466,4096,MEDIUM,NO,YES,,RSA,9,3,,1
D,MIX,ECDHE,6558738,0,LOW,,NO,,RSA,10,3,YES,1
A,STANDALONE,ECDHE,5524796,4096,MEDIUM,,YES,,RSA,9,3,,1
C,MIX,AES,11139154,291,MEDIUM,NO,NO,,RSA,9,2,YES,1
D,web,AES,11168322,1730,LOW,NO,NO,,RSA,10,2,,1
C,STANDALONE,RSA,1111458,4096,LOW,YES,NO,NO,RSA,9,3,,1
B,web,AES,1479791,0,LOW,YES,YES,,RSA,9,3,,8
C,STANDALONE,ECDHE,4350323,1853,LOW,NO,NO,NO,RSA,10,3,,1
B,STANDALONE,AES,15097744,1100,HIGH,,YES,NO,RSA,9,3,,2
B,MIX,AES,8732056,3846,MEDIUM,,NO,YES,RSA,10,3,NO,2
B,web,DES,10572370,1037,MEDIUM,,YES,,RSA,10,2,,1
B,STANDALONE,ECDHE,11711612,0,LOW,NO,YES,,RSA,10,3,YES,3
D,MIX,RSA,9094082,0,LOW,NO,YES,,RSA,10,2,,1
D,MIX,RSA,1008699,897,HIGH,,YES,,RSA,9,2,,1
A,STANDALONE,AES,4630687,0,HIGH,YES,NO,YES,RSA,10,3,,9
C,web,DES,13918263,0,MEDIUM,YES,YES,YES,RSA,10,3,,1
A,MIX,DES,4142038,176,MEDIUM,,NO,,RSA,10,3,NO,2
B,STANDALONE,RSA,9953573,2952,LOW,,YES,NO,RSA,10,3,NO,5
D,STANDALONE,RSA,12013202,451,LOW,,NO,,RSA,10,3,,7
B,STANDALONE,RSA,6216334,3476,LOW,NO,NO,,RSA,9,3,NO,8
A,web,RSA,3305331,1385,LOW,YES,NO,,RSA,10,2,,1
D,MIX,RSA,14496268,0,LOW,NO,YES,NO,RSA,10,3,NO,12
B,web,AES,14314101,1433,HIGH,YES,YES,NO,RSA,10,3,NO,1
A,STANDALONE,AES,8468522,2160,MEDIUM,,YES,,RSA,8,3,,12
A,STANDALONE,DES,5322736,4096,LOW,NO,YES,,RSA,10,3,,1
B,MIX,AES,6222232,1923,HIGH,,YES,,RSA,10,3,,2
B,MIX,AES,4511874,3041,HIGH,YES,NO,,RSA,10,2,NO,10
B,MIX,RSA,10769332,838,LOW,YES,YES,NO,RSA,9,3,NO,12
B,web,RSA,9783324,4096,LOW,NO,NO,NO,RSA,8,3,,1
B,web,DES,14361212,2267,HIGH,NO,YES,NO,RSA,7,3,YES,4
B,STANDALONE,ECDHE,12608344,1167,MEDIUM,,YES,,RSA,10,3,YES,1
B,STANDALONE,RSA,5157378,2222,HIGH,NO,NO,,RSA,10,2,,1
D,MIX,ECDHE,2189911,2375,LOW,,NO,,RSA,10,2,,12
B,web,RSA,2160385,925,LOW,,YES,,RSA,10,3,,1
C,STANDALONE,ECDHE,13468106,4096,MEDIUM,YES,NO,,RSA,10,3,NO,6
B,MIX,AES,2128351,1502,LOW,YES,YES,,RSA,10,3,,8
A,STANDALONE,ECDHE,2951482,861,MEDIUM,YES,YES,,RSA,10,1,,1
B,web,RSA,8386350,570,HIGH,YES,YES,,RSA,10,3,,10
A,web,AES,13549026,4096,HIGH,YES,NO,,RSA,10,2,,1
B,MIX,ECDHE,361698,2139,MEDIUM,,NO,,RSA,8,1,,12
B,STANDALONE,AES,11325329,1383,HIGH,NO,YES,,RSA,8,3,,12
A,web,ECDHE,10758700,1948,HIGH,YES,NO,,RSA,10,3,,1
B,MIX,ECDHE,8700444,1622,MEDIUM,,YES,,RSA,8,3,,1
B,web,DES,6061804,1722,HIGH,,YES,,RSA,8,3,,5
A,web,RSA,9978357,2301,HIGH,,YES,NO,RSA,8,3,,2
D,web,ECDHE,16093655,4096,MEDIUM,YES,YES,,RSA,10,2,,2
A,web,ECDHE,12619564,4096,LOW,YES,NO,YES,RSA,7,2,NO,2
B,STANDALONE,RSA,16549856,4096,MEDIUM,,YES,,RSA,7,3,,4
D,MIX,DES,9999221,108,MEDIUM,NO,YES,,RSA,9,3,YES,1
B,web,AES,6465865,562,MEDIUM,NO,NO,,RSA,10,3,,2
B,web,AES,11683428,1713,LOW,,YES,,RSA,10,3,,2
B,MIX,RSA,6440948,4096,HIGH,NO,YES,NO,RSA,10,3,NO,6
B,MIX,AES,10608288,1972,MEDIUM,YES,YES,YES,RSA,7,3,YES,1
B,web,ECDHE,10760556,551,MEDIUM,,NO,,RSA,10,3,NO,10
B,MIX,ECDHE,2027296,3105,MEDIUM,NO,YES,,RSA,8,3,,2
C,web,RSA,12656500,4096,HIGH,,NO,,RSA,7,3,,12
C,MIX,ECDHE,11572551,341,LOW,YES,YES,YES,RSA,10,3,NO,2
C,web,DES,14148968,3868,MEDIUM,YES,NO,,RSA,10,1,NO,8
C,STANDALONE,RSA,7105810,1332,LOW,YES,YES,,RSA,7,3,,1
C,STANDALONE,AES,7064869,1205,LOW,YES,YES,,RSA,10,3,YES,3
B,web,RSA,13491134,379,MEDIUM,NO,YES,,RSA,9,1,,4
B,MIX,RSA,3860210,3957,MEDIUM,YES,NO,YES,RSA,10,2,,12
C,web,DES,321195,4096,LOW,,YES,NO,RSA,7,2,YES,7
C,web,RSA,14849988,0,LOW,,NO,,RSA,10,3,,7
B,web,RSA,11356451,4096,LOW,YES,YES,YES,RSA,7,2,YES,4
B,web,DES,13176333,1493,MEDIUM,YES,NO,NO,RSA,10,1,NO,1
B,web,ECDHE,3942991,4096,MEDIUM,,YES,,RSA,10,3,,10
B,web,ECDHE,2016436,1891,MEDIUM,,YES,,RSA,8,3,YES,11
C,web,DES,9685387,4096,MEDIUM,NO,YES,YES,RSA,10,3,,1
A,STANDALONE,ECDHE,13600647,653,LOW,NO,YES,NO,RSA,9,3,YES,7
C,web,RSA,5762800,842,HIGH,NO,YES,,RSA,10,2,NO,2
B,MIX,DES,8761392,478,LOW,YES,YES,NO,RSA,10,3,,7
A,web,DES,9009272,2253,LOW,,YES,,RSA,9,2,NO,6
A,STANDALONE,ECDHE,16223216,1519,HIGH,NO,YES,NO,RSA,10,3,,7
D,MIX,DES,4265476,1504,MEDIUM,,YES,NO,RSA,10,3,NO,4
D,web,ECDHE,773262,1952,LOW,,YES,,RSA,10,3,NO,9
A,web,AES,5964422,1631,MEDIUM,,YES,YES,RSA,9,1,,12
A,MIX,ECDHE,2379650,1749,MEDIUM,,YES,,RSA,7,1,,4
C,web,DES,2095587,1382,MEDIUM,YES,NO,,RSA,10,3,YES,1
B,STANDALONE,RSA,1554419,3899,LOW,NO,YES,NO,RSA,7,2,,4
B,MIX,RSA,7475288,609,LOW,,YES,YES,RSA,10,3,YES,1
A,STANDALONE,ECDHE,12912988,4096,HIGH,YES,NO,NO,RSA,8,3,,9
C,web,ECDHE,10932595,2156,MEDIUM,NO,YES,,RSA,10,3,,2
C,STANDALONE,ECDHE,4992811,0,MEDIUM,,YES,,RSA,10,3,YES,1
B,web,RSA,14507570,2754,HIGH,YES,NO,,RSA,10,2,NO,1
B,STANDALONE,RSA,14136438,2314,LOW,YES,YES,,RSA,10,3,,5
B,web,ECDHE,13528714,157,MEDIUM,,YES,YES,RSA,9,3,YES,11
B,STANDALONE,ECDHE,6593436,1814,HIGH,,YES,,RSA,7,1,YES,7
B,MIX,ECDHE,12806271,1283,HIGH,,YES,,RSA,10,3,NO,12
A,web,AES,5832499,0,MEDIUM,YES,YES,,RSA,9,1,,1
A,web,ECDHE,6958010,0,LOW,,NO,,RSA,10,3,YES,4
C,web,RSA,14090392,1344,MEDIUM,YES,NO,YES,RSA,7,3,,1
D,STANDALONE,ECDHE,11328719,2768,LOW,YES,YES,,RSA,10,3,,9
B,web,ECDHE,2790444,859,MEDIUM,NO,YES,,RSA,10,3,,1
B,MIX,RSA,13273047,1066,MEDIUM,NO,YES,YES,RSA,8,3,YES,10
D,STANDALONE,RSA,16726634,1878,MEDIUM,YES,YES,,RSA,7,3,,7
C,MIX,RSA,2087418,2024,HIGH,YES,YES,,RSA,10,2,,1
B,STANDALONE,ECDHE,11198480,0,HIGH,,YES,,RSA,10,3,NO,2
D,STANDALONE,RSA,3506660,4096,HIGH,NO,NO,,RSA,10,2,YES,1
A,web,RSA,10648830,1429,MEDIUM,,YES,,RSA,10,3,NO,1
D,MIX,ECDHE,2910550,1203,LOW,,NO,YES,RSA,7,3,,1
B,web,ECDHE,2150630,4096,HIGH,,YES,,RSA,10,3,,1
B,web,DES,11424294,1322,MEDIUM,NO,YES,,RSA,10,3,,12
D,web,ECDHE,3385636,0,LOW,YES,YES,,RSA,10,1,NO,7
C,MIX,RSA,12018814,4096,MEDIUM,YES,YES,,RSA,10,3,,3
B,web,RSA,555156,4056,HIGH,YES,YES,,RSA,10,3,NO,1
B,MIX,RSA,15519026,0,LOW,YES,YES,,RSA,10,3,,2
A,web,RSA,9274086,1396,HIGH,NO,NO,NO,RSA,9,1,,1
B,web,RSA,10623123,4096,MEDIUM,NO,YES,YES,RSA,7,3,,1
C,MIX,ECDHE,11328067,1099,LOW,,YES,,RSA,10,3,NO,9
D,STANDALONE,ECDHE,5120243,870,HIGH,,YES,YES,RSA,10,1,,1
C,web,RSA,8359224,764,LOW,NO,YES,YES,RSA,7,3,,6
B,STANDALONE,DES,5875849,976,MEDIUM,YES,YES,,RSA,10,3,NO,1
B,web,AES,11181652,213,HIGH,YES,NO,,RSA,7,3,YES,12
C,STANDALONE,AES,5116182,1166,HIGH,NO,NO,,RSA,8,3,,8
C,STANDALONE,ECDHE,4178691,0,HIGH,,NO,,RSA,10,3,NO,2
C,STANDALONE,RSA,617748,1886,HIGH,YES,YES,,RSA,8,2,,2
B,STANDALONE,RSA,7799744,1971,LOW,YES,YES,,RSA,10,1,,7
B,STANDALONE,RSA,6511999,346,LOW,,YES,NO,RSA,9,3,NO,8
A,MIX,ECDHE,14717802,0,HIGH,,NO,NO,RSA,10,2,NO,12
B,MIX,RSA,12632189,1888,MEDIUM,,YES,,RSA,7,3,,10
C,MIX,ECDHE,6074841,667,LOW,NO,YES,,RSA,9,1,NO,4
B,web,ECDHE,5666409,0,HIGH,NO,YES,,RSA,10,3,NO,1
B,web,DES,13231827,1072,LOW,NO,YES,NO,RSA,10,3,YES,1
B,STANDALONE,RSA,4098450,2343,HIGH,NO,YES,,RSA,8,2,,2
A,web,RSA,12590228,3283,LOW,,YES,NO,RSA,10,1,,2
B,STANDALONE,ECDHE,7845772,1410,HIGH,NO,YES,NO,RSA,10,3,YES,7
B,MIX,ECDHE,11518229,2672,HIGH,YES,YES,NO,RSA,10,3,NO,4
B,MIX,ECDHE,102861,1455,MEDIUM,YES,NO,,RSA,10,3,NO,1
B,MIX,RSA,12613696,0,LOW,,YES,,RSA,10,1,NO,1
A,web,ECDHE,14207587,0,HIGH,,YES,NO,RSA,10,1,,3
D,STANDALONE,RSA,7924385,824,HIGH,YES,YES,YES,RSA,10,3,NO,1
C,web,AES,1926113,4096,HIGH,NO,YES,YES,RSA,10,2,,4
A,MIX,ECDHE,2827243,1485,LOW,,NO,YES,RSA,10,3,NO,9
B,STANDALONE,ECDHE,8852540,0,MEDIUM,NO,YES,,RSA,10,2,YES,1
B,web,ECDHE,16772362,0,MEDIUM,NO,YES,YES,RSA,9,2,,6
B,MIX,ECDHE,13619855,212,HIGH,NO,NO,YES,RSA,9,3,,1
B,MIX,ECDHE,14527617,1590,LOW,NO,YES,,RSA,10,3,YES,1
B,MIX,ECDHE,15397655,0,HIGH,YES,NO,,RSA,10,3,NO,1
B,MIX,ECDHE,2861779,546,LOW,,NO,,RSA,10,2,,5
B,web,DES,8959444,1004,LOW,NO,YES,,RSA,9,3,NO,12
B,STANDALONE,ECDHE,13054157,1439,LOW,NO,YES,YES,RSA,10,3,,1
D,MIX,ECDHE,9377549,547,HIGH,NO,YES,YES,RSA,10,1,NO,4
C,STANDALONE,AES,15379376,1648,LOW,,YES,YES,RSA,10,3,,1
B,web,ECDHE,7226041,2757,HIGH,NO,YES,,RSA,10,3,NO,12
C,STANDALONE,RSA,603053,0,HIGH,YES,YES,NO,RSA,9,3,,11
B,STANDALONE,RSA,2851070,0,LOW,,NO,,RSA,10,2,,4
A,STANDALONE,AES,3781855,977,MEDIUM,,NO,,RSA,10,2,NO,3
A,web,RSA,5313852,1766,HIGH,NO,NO,,RSA,10,3,NO,12
B,web,RSA,1870445,2076,MEDIUM,YES,NO,NO,RSA,10,3,,12
A,MIX,RSA,1992564,2173,HIGH,,YES,YES,RSA,8,3,YES,1
B,web,RSA,12767613,0,HIGH,NO,YES,YES,RSA,10,3,YES,12
B,web,ECDHE,611142,643,LOW,NO,YES,NO,RSA,10,3,YES,1
A,MIX,RSA,3687038,0,LOW,NO,YES,NO,RSA,9,1,NO,1
D,web,DES,12015910,193,HIGH,YES,NO,,RSA,10,3,NO,1
C,web,RSA,12314416,2076,LOW,YES,YES,YES,RSA,7,3,,12
B,web,DES,6626743,403,MEDIUM,YES,YES,,RSA,9,3,,9
B,MIX,RSA,15983578,677,LOW,NO,NO,,RSA,9,2,,3
C,MIX,AES,13027862,1980,MEDIUM,NO,NO,,RSA,7,3,,1
A,MIX,RSA,9778626,1228,LOW,NO,YES,,RSA,7,3,,12
B,MIX,RSA,7405127,848,MEDIUM,YES,YES,,RSA,9,3,NO,12
C,web,RSA,14004725,4096,MEDIUM,YES,NO,NO,RSA,7,1,YES,12
B,MIX,RSA,12297606,4096,LOW,YES,YES,YES,RSA,10,3,,1
B,STANDALONE,ECDHE,13386816,0,HIGH,NO,YES,YES,RSA,10,1,,6
B,STANDALONE,ECDHE,13777885,0,HIGH,NO,YES,,RSA,10,3,NO,1
A,MIX,DES,8987793,0,LOW,,YES,,RSA,10,2,,4
C,MIX,RSA,3719284,0,LOW,YES,YES,NO,RSA,10,3,,12
A,STANDALONE,RSA,9097863,0,LOW,,YES,NO,RSA,10,3,,7
B,MIX,ECDHE,10034218,1591,LOW,YES,YES,YES,RSA,10,1,NO,12
C,MIX,RSA,933025,3415,LOW,NO,YES,YES,RSA,10,3,NO,1
D,web,RSA,664315,1275,LOW,YES,YES,,RSA,10,3,NO,1
C,web,AES,8928162,0,LOW,NO,YES,,RSA,10,1,YES,8
C,MIX,RSA,5878976,1253,MEDIUM,YES,NO,NO,RSA,10,2,YES,1
A,STANDALONE,RSA,14691076,0,LOW,NO,YES,,RSA,10,3,,12
C,STANDALONE,RSA,1053942,213,HIGH,YES,YES,,RSA,7,3,,1
C,STANDALONE,DES,5610774,1516,MEDIUM,NO,YES,,RSA,8,2,YES,1
B,STANDALONE,RSA,8798939,1145,HIGH,NO,NO,,RSA,10,3,,2
B,web,RSA,4899395,3530,HIGH,,NO,,RSA,9,3,,2
D,STANDALONE,RSA,6253890,0,LOW,YES,NO,,RSA,9,3,,9
C,MIX,ECDHE,5407622,2818,MEDIUM,,NO,,RSA,10,1,NO,1
B,STANDALONE,DES,971846,312,LOW,,NO,YES,RSA,9,3,NO,1
A,web,RSA,12681953,0,MEDIUM,NO,NO,YES,RSA,10,2,NO,1
D,MIX,ECDHE,3444403,3422,MEDIUM,NO,YES,,RSA,10,3,,3
D,STANDALONE,RSA,5605615,3608,MEDIUM,NO,YES,YES,RSA,8,2,,5
A,MIX,AES,7352471,589,LOW,,YES,NO,RSA,10,3,YES,1
A,MIX,AES,984628,3962,HIGH,YES,YES,,RSA,10,3,,8
B,web,RSA,15874909,4096,LOW,NO,YES,YES,RSA,10,1,,12
B,web,ECDHE,473243,1895,MEDIUM,,NO,YES,RSA,10,2,,7
A,web,ECDHE,8175380,58,LOW,YES,NO,,RSA,10,1,NO,1
A,STANDALONE,RSA,9834855,820,LOW,NO,YES,,RSA,7,3,,1
C,web,AES,6233682,1536,HIGH,,YES,YES,RSA,8,2,YES,1
A,web,ECDHE,15192048,2111,LOW,YES,YES,,RSA,9,1,,1
B,web,ECDHE,1872932,2230,MEDIUM,,NO,YES,RSA,7,2,,1
C,STANDALONE,RSA,1697874,1617,LOW,,NO,,RSA,8,2,NO,12
D,web,DES,11098966,2410,MEDIUM,YES,NO,,RSA,8,2,NO,1
A,MIX,AES,6375099,1604,LOW,YES,NO,NO,RSA,10,2,,3
A,STANDALONE,RSA,2457084,2842,LOW,,YES,YES,RSA,10,3,,1
C,MIX,RSA,3894395,4096,HIGH,YES,YES,NO,RSA,9,2,YES,1
A,MIX,ECDHE,660181,813,LOW,YES,YES,,RSA,10,3,,1
B,STANDALONE,RSA,12059566,3211,HIGH,NO,YES,,RSA,10,3,,8
B,web,AES,13705783,1893,LOW,,NO,NO,RSA,10,3,,5
D,web,ECDHE,4487442,864,MEDIUM,NO,YES,YES,RSA,9,2,,1
C,MIX,RSA,294943,1206,HIGH,YES,YES,NO,RSA,9,3,,4
B,web,RSA,2369406,4096,HIGH,,YES,,RSA,10,3,,9
C,web,RSA,16025105,2118,HIGH,YES,YES,YES,RSA,10,2,NO,1
A,MIX,ECDHE,6266303,1920,HIGH,,YES,,RSA,7,3,NO,1
C,web,DES,8166941,1046,HIGH,,YES,,RSA,10,2,NO,1
C,MIX,ECDHE,2684064,0,LOW,NO,NO,,RSA,10,3,,10
C,MIX,RSA,15998430,2505,LOW,NO,YES,NO,RSA,7,3,,11
C,STANDALONE,ECDHE,10396282,1106,LOW,YES,YES,,RSA,9,3,YES,10
B,web,ECDHE,1884004,511,MEDIUM,,YES,YES,RSA,9,3,NO,12
C,STANDALONE,RSA,351523,834,HIGH,,YES,NO,RSA,8,3,NO,9
B,STANDALONE,RSA,4801683,4096,MEDIUM,YES,YES,,RSA,8,3,NO,12
D,STANDALONE,AES,6185732,1424,MEDIUM,NO,NO,,RSA,8,3,,12
B,STANDALONE,RSA,4620950,1477,LOW,,YES,,RSA,8,1,,12
A,web,AES,12655491,1821,LOW,YES,YES,,RSA,7,1,YES,1
A,MIX,RSA,946708,2411,HIGH,NO,YES,,RSA,8,3,NO,1
C,MIX,ECDHE,13152337,575,LOW,YES,NO,,RSA,10,2,NO,8
C,web,AES,3500577,4096,HIGH,,YES,,RSA,10,3,,3
D,web,AES,641357,3694,LOW,YES,NO,,RSA,10,3,,1
C,web,RSA,13094238,4096,MEDIUM,NO,YES,NO,RSA,10,2,,1
A,MIX,DES,14591024,2412,LOW,NO,NO,,RSA,8,1,NO,4
